url,title,date
https://www.metropoles.com/distrito-federal/secretarios-de-saude-do-df-e-go-se-encontram-para-debater-vacinacao,Secretários de Saúde do DF e GO se encontram para debater vacinação,23/02/2021 14:26:54
https://www.metropoles.com/distrito-federal/mpdft-identifica-sobrepreco-de-r-114-milhoes-em-contratos-de-utis,MPDFT identifica sobrepreço de R$ 114 milhões em contratos de UTIs,23/02/2021 14:11:17
https://www.metropoles.com/colunas/janela-indiscreta/aglomerados-servidores-fazem-fila-ao-entrar-no-congresso-nacional,Aglomerados visitantes fazem fila ao entrar no Congresso Nacional,23/02/2021 13:51:09
https://www.metropoles.com/colunas/grande-angular/alunos-do-df-fazem-projetos-de-tecnologia-em-programa-do-banco-central,Alunos do DF fazem projetos de tecnologia em programa do Banco Central,23/02/2021 13:44:51
https://www.metropoles.com/distrito-federal/df-lanca-programa-de-incentivo-ao-turismo-veja-como-participar, DF lança programa de incentivo ao turismo. Veja como participar,23/02/2021 13:31:08
https://www.metropoles.com/colunas/grande-angular/organizacoes-coletam-assinaturas-para-cpi-popular-da-pandemia-na-cldf,Organizações coletam assinaturas para CPI Popular da Pandemia na CLDF,23/02/2021 13:28:55
https://www.metropoles.com/colunas/janela-indiscreta/erika-kokay-cobra-vacinacao-de-presos-idosos-e-com-deficiencia-no-df,Erika Kokay cobra vacinação de presos idosos e com deficiência no DF,23/02/2021 13:08:33
https://www.metropoles.com/distrito-federal/homem-que-matou-ex-a-facadas-no-df-tem-prisao-preventiva-decretada,Homem que matou ex a facadas no DF tem prisão preventiva decretada,23/02/2021 12:15:40
https://www.metropoles.com/distrito-federal/homem-simula-surto-psicotico-para-tentar-escapar-de-flagrante-da-pmdf,Homem simula surto psicótico para tentar escapar de flagrante da PMDF,23/02/2021 11:32:21
https://www.metropoles.com/distrito-federal/apos-kombi-pegar-fogo-grupo-faz-vaquinha-para-ajudar-catador-no-df,Após kombi pegar fogo grupo faz vaquinha para ajudar catador no DF,23/02/2021 11:21:44
https://www.metropoles.com/distrito-federal/df-saude-interrompe-aplicacao-de-1a-dose-da-vacina-na-regiao-central,DF: Saúde interrompe aplicação de 1ª dose da vacina na região central,23/02/2021 11:18:31
https://www.metropoles.com/distrito-federal/homem-e-preso-no-entorno-com-carros-de-luxo-e-mercadorias-roubadas,Homem é preso no Entorno com carros de luxo e mercadorias roubadas,23/02/2021 10:55:29
https://www.metropoles.com/distrito-federal/gdf-da-prazo-para-servidores-cedidos-ao-iges-indicarem-retorno-a-saude,GDF dá prazo para servidores cedidos ao Iges indicarem retorno à Saúde,23/02/2021 10:33:53
https://www.metropoles.com/distrito-federal/pcdf-encontra-estufa-para-cultivo-de-maconha-em-casa-de-psicologo,PCDF encontra estufa para cultivo de maconha em casa de psicólogo,23/02/2021 10:02:27
https://www.metropoles.com/distrito-federal/emprego-no-df-agencias-oferecem-183-vagas-com-salario-de-ate-r-4-mil,Emprego no DF: agências oferecem 183 vagas com salário de até R$ 4 mil,23/02/2021 06:23:05
